"filename", "language", "JSON", "Markdown", "JavaScript", "XML", "YAML", "Ignore", "Docker", "TypeScript", "TypeScript React", "SCSS", "CSS", "HTML", "comment", "blank", "total"
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ColorPicker.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 275, 0, 0, 0, 5, 18, 298
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ContextMenu.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 15, 98
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ContextMenu.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 11, 135
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/DarkModeToggle.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 2, 6, 50
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/Dialog.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 12, 75
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/Dialog.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 1, 13, 101
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ErrorDialog.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 6, 41
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ExportDialog.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 22, 120
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/FixedSideContainer.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 15, 5, 38
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/FixedSideContainer.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 4, 27
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/HelpDialog.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 8, 57
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/HelpDialog.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 380, 0, 0, 0, 0, 11, 391
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/HelpIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 3, 22
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/HintViewer.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 5, 34
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/HintViewer.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 15, 88
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/IconPicker.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 23, 144
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/IconPicker.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 9, 11, 190
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ImageExportDialog.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 253, 0, 0, 0, 4, 15, 272
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/InitializeApp.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 5, 31
